customerid,record_date,monthlycharges,totalcharges,customerservicecalls,state,city,zipcode,latitude,longitude,gender,seniorcitizen,partner,dependents,tenuremonths,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,cltv
8648-PFRMP,2021-08-01,52.83900000,76687.80000000,0,California,Ferndale,95536,40.47850000,-124.30137200,Female,Yes,No,No,14,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,2056
3841-CONLJ,2021-08-01,39.90000000,3990.00000000,0,California,Morro Bay,93442,35.36955300,-120.76386400,Female,No,Yes,No,1,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,4099
4693-VWVBO,2021-08-01,22.28700000,6959.70000000,0,California,Valley Springs,95252,38.15697100,-120.84923100,Female,No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,3889
1354-YZFNB,2021-08-01,22.28700000,7843.20000000,0,California,Mad River,95552,40.39030100,-123.41232700,Male,No,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),5573
7147-AYBAA,2021-08-01,80.19900000,291030.60000000,0,California,Berkeley,94702,37.86600900,-122.28622800,Male,No,No,No,37,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,5402
8608-OZTLB,2021-08-01,84.41700000,319462.20000000,0,California,Applegate,95703,38.98338800,-120.98881400,Male,No,Yes,Yes,38,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Electronic check,5975
9068-FHQHD,2021-08-01,22.97100000,88617.90000000,0,California,Petrolia,95558,40.27430200,-124.21090200,Female,No,Yes,Yes,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),3556
1097-FSPVW,2021-08-01,62.18700000,279875.70000000,0,California,Pioneertown,92268,34.20110800,-116.59345600,Female,No,No,No,42,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),5387
7242-EDTYC,2021-08-01,22.28700000,93474.30000000,0,California,Pine Valley,91962,32.80067100,-116.48336300,Male,No,No,Yes,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),5860
6040-CGACY,2021-08-01,22.34400000,34131.60000000,0,California,Blairsden Graeagle,96103,39.78374700,-120.66103200,Female,No,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,3195
9036-CSKBW,2021-08-01,122.49300000,647622.60000000,0,California,Los Gatos,95033,37.16019400,-121.94561100,Female,No,No,No,51,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),5446
4132-POCZS,2021-08-01,45.48600000,230382.60000000,0,California,West Point,95255,38.41935000,-120.46954500,Male,No,Yes,No,52,No,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,6371
6288-CHQJB,2021-08-01,79.74300000,441390.90000000,0,California,San Bernardino,92405,34.14274700,-117.30086400,Female,No,Yes,No,54,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),5077
4114-QMKVN,2021-08-01,78.37500000,434955.60000000,0,California,Surfside,90743,33.72827300,-118.08530400,Female,No,Yes,Yes,56,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),6494
9617-INGJY,2021-08-01,80.48400000,8048.40000000,0,California,Manhattan Beach,90266,33.88963200,-118.39737000,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,3530
1407-DIGZV,2021-08-01,21.77400000,5928.00000000,0,California,Redding,96003,40.67764900,-122.29467000,Female,No,Yes,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,3863
8410-BGQXN,2021-08-01,22.11600000,10647.60000000,0,California,Angels Camp,95222,38.07132700,-120.63222100,Male,No,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,4402
8752-IMQOS,2021-08-01,22.91400000,9701.40000000,0,California,Fullerton,92832,33.86831600,-117.92902900,Male,No,Yes,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,2894
1919-RTPQD,2021-08-01,51.01500000,38036.10000000,0,California,Fish Camp,93623,37.48353500,-119.67941400,Male,No,Yes,Yes,7,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,4699
1848-LBZHY,2021-08-01,57.34200000,40481.40000000,0,California,Downey,90242,33.92179300,-118.14058800,Female,No,Yes,No,7,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),2547
4625-LAMOB,2021-08-01,23.25600000,103232.70000000,0,California,Fresno,93705,36.78724000,-119.82781300,Male,No,No,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),2404
7779-ORAEL,2021-08-01,85.67100000,396759.90000000,0,California,Mi Wuk Village,95346,38.12160100,-120.13391500,Male,Yes,Yes,No,45,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),5837
1371-OJCEK,2021-08-01,27.75900000,129241.80000000,0,California,Standish,96128,40.34663400,-120.38642200,Female,No,No,No,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),4200
0310-SUCIN,2021-08-01,96.67200000,689255.40000000,0,California,Darwin,93522,36.31918100,-117.59305300,Female,No,Yes,No,71,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),5643
6308-CQRBU,2021-08-01,124.54500000,878677.80000000,0,California,Zenia,95595,40.17035700,-123.41729800,Female,No,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,5044
4829-ZLJTK,2021-08-01,128.13600000,917340.90000000,0,California,Penngrove,94951,38.32559900,-122.64235200,Female,Yes,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,6144
5879-HMFFH,2021-08-01,100.37700000,743371.20000000,0,California,Cassel,96016,40.93628500,-121.57269200,Female,No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),6247
5135-GRQJV,2021-08-01,130.53000000,949842.30000000,0,California,Cantua Creek,93608,36.48805600,-120.40769100,Male,Yes,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,6051
0787-LHDYT,2021-08-01,14.79492000,23718.55500000,8,California,Carmel Valley,93924,36.41461100,-121.63860000,Male,No,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),5667
6064-ZATLR,2021-08-01,37.95687000,107633.04300000,8,California,Llano,93544,34.50009100,-117.76586200,Female,No,No,No,27,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),2842
3951-NJCVI,2021-08-01,68.26491000,283293.99000000,8,California,Cathedral City,92234,33.82958300,-116.47413100,Female,Yes,Yes,No,42,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,2677
3696-XRIEN,2021-08-01,59.25150000,300142.96200000,8,California,San Jose,95124,37.25706300,-121.92303700,Female,No,No,No,50,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),5258
3654-ARMGP,2021-08-01,63.66843000,382172.17500000,8,California,Los Angeles,90064,34.03725100,-118.42357300,Female,No,No,No,61,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),4730
3118-UHVVQ,2021-08-01,18.52956000,137283.93000000,8,California,Calpine,96124,39.67281300,-120.45669900,Female,No,Yes,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),4747
6559-ILWKJ,2021-08-01,0.00000000,0.00000000,0,California,Fresno,93722,36.78979000,-119.92989400,Male,No,Yes,No,71,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Electronic check,4879
2408-WITXK,2021-08-01,0.00000000,0.00000000,3,California,San Jose,95110,37.34667000,-121.91001900,Female,Yes,No,No,10,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,3244
7279-BUYWN,2021-08-01,0.00000000,0.00000000,3,California,Buena Park,90620,33.84570600,-118.01220400,Female,Yes,No,No,41,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,3380
4415-IJZTP,2021-08-01,0.00000000,0.00000000,6,California,Los Angeles,90027,34.12719400,-118.29564700,Female,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,2016
7614-QVWQL,2021-08-01,0.00000000,0.00000000,6,California,Costa Mesa,92627,33.64567200,-117.92261300,Male,No,Yes,No,49,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),5375
6715-OFDBP,2021-08-01,0.00000000,0.00000000,8,California,Palo Alto,94304,37.38697800,-122.17774600,Male,No,No,No,5,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,4944
8388-DMKAE,2021-08-01,23.08500000,19910.10000000,0,California,Los Angeles,90016,34.02833100,-118.35433800,Female,No,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,2653
2229-DPMBI,2021-08-01,22.23000000,18485.10000000,0,California,Blairsden Graeagle,96103,39.78374700,-120.66103200,Female,No,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,3598
3173-NVMPX,2021-08-01,63.04200000,57136.80000000,0,California,Newport Beach,92663,33.62251000,-117.92702400,Female,No,Yes,Yes,9,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,4291
4815-TUMEQ,2021-08-01,22.00200000,21112.80000000,0,California,Lynwood,90262,33.92357300,-118.20066900,Female,No,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,4190
4680-KUTAJ,2021-08-01,63.38400000,66211.20000000,0,California,Beverly Hills,90212,34.06209500,-118.40150800,Female,Yes,No,No,11,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,5014
4418-LZMSV,2021-08-01,70.45200000,85511.40000000,0,California,San Diego,92113,32.69709800,-117.11658700,Male,No,Yes,Yes,13,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),4749
4781-ZXYGU,2021-08-01,22.97100000,2297.10000000,0,California,Sausalito,94965,37.84864100,-122.51569200,Male,No,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),3960
3021-VLNRJ,2021-08-01,80.71200000,396509.10000000,0,California,Encino,91436,34.15287500,-118.48605600,Female,No,No,Yes,50,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),4798
5811-IWXYM,2021-08-01,115.42500000,604325.40000000,0,California,Napa,94558,38.48978900,-122.27011000,Female,No,Yes,Yes,52,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),5954
1333-PBMXB,2021-08-01,28.21500000,153005.10000000,0,California,Santa Ana,92703,33.74863500,-117.90612500,Female,No,Yes,Yes,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),6466
8313-AFGBW,2021-08-01,83.90400000,401582.10000000,0,California,Los Angeles,90008,34.00829300,-118.34676600,Male,No,Yes,No,47,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,4795
0480-KYJVA,2021-08-01,27.64500000,203433.00000000,0,California,Sacramento,95835,38.68506900,-121.54370900,Female,No,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),5897
2732-ISEZX,2021-08-01,20.79930000,10582.27800000,3,California,Pacific Grove,93950,36.61833700,-121.92641700,Female,No,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,5263
5895-QSXOD,2021-08-01,71.07273000,66709.95000000,3,California,Alleghany,95910,39.46782800,-120.84138600,Male,No,No,No,9,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,3522
2074-GUHPQ,2021-08-01,94.05342000,157958.00100000,3,California,Albion,95410,39.22569400,-123.71735400,Female,No,No,Yes,17,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),2347
8464-EETCQ,2021-08-01,21.43200000,124755.90000000,0,California,Salinas,93905,36.66779400,-121.60130600,Male,No,No,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),6466
6993-YCOBK,2021-08-01,126.08400000,750900.90000000,0,California,Sun Valley,91352,34.23105300,-118.33830700,Male,No,Yes,Yes,60,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,5756
2001-EWBQU,2021-08-01,106.22862000,642627.34800000,3,California,Stockton,95210,38.03321900,-121.29743300,Female,No,No,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,6186
5996-EBTKM,2021-08-01,70.92054000,468329.21400000,3,California,Lakeside,92040,32.90987300,-116.90677400,Female,No,Yes,Yes,67,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),6079
0238-WHBIQ,2021-08-01,91.00962000,643185.37800000,3,California,Folsom,95630,38.67263800,-121.14740300,Male,No,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),4193
7632-YUTXB,2021-08-01,20.34273000,52769.34600000,3,California,Stinson Beach,94970,37.92113700,-122.65756200,Female,No,Yes,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,2010
2731-GJRDG,2021-08-01,111.14943000,366067.68000000,3,California,Corona,92880,33.91804300,-117.61780900,Female,No,No,No,32,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),5076
7421-ZLUPA,2021-08-01,29.67705000,23026.34700000,3,California,Hanford,93230,36.29223000,-119.62267600,Female,No,No,No,8,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,2038
6253-WRFHY,2021-08-01,65.69535000,89015.93100000,3,California,Marshall,94940,38.12930800,-122.83481500,Male,No,Yes,Yes,13,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,4741
1131-ALZWV,2021-08-01,24.95916000,61408.66500000,3,California,San Lorenzo,94580,37.67624900,-122.13241500,Female,No,No,No,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),4147
1293-HHSHJ,2021-08-01,21.40806000,75181.86000000,3,California,Montrose,91020,34.21120000,-118.23062500,Female,No,No,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,5707
1306-RPWXZ,2021-08-01,20.74857000,103960.98900000,3,California,Mc Farland,93250,35.66688600,-119.18671700,Female,No,No,Yes,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),4784
7269-JISCY,2021-08-01,45.70773000,249855.39600000,3,California,Los Alamitos,90720,33.79499000,-118.06559100,Female,No,No,No,55,Yes,No,DSL,No,No,No,No,No,No,One year,No,Bank transfer (automatic),4055
1291-CUOCY,2021-08-01,79.43292000,571845.20400000,8,California,Yorkville,95494,38.88835100,-123.23964700,Male,No,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),5444
4159-NAAIX,2021-08-01,98.87277000,634429.38000000,3,California,Saratoga,95070,37.25777200,-122.05182400,Female,No,No,No,63,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),4769
0708-SJDIS,2021-08-01,42.23700000,140194.35000000,8,California,West Hollywood,90069,34.09378100,-118.38106100,Female,No,No,No,34,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,5567
5088-QZLRL,2021-08-01,23.54100000,2354.10000000,0,California,Corona,92881,33.83368600,-117.51306300,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,2729
8757-TFHHJ,2021-08-01,56.77200000,5677.20000000,0,California,San Jose,95128,37.31614600,-121.93628500,Male,No,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),2978
6542-LWGXJ,2021-08-01,28.50000000,8920.50000000,0,California,Pixley,93256,35.95701900,-119.33092800,Male,No,Yes,No,3,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,2730
7746-QYVCO,2021-08-01,63.66900000,97789.20000000,0,California,White Water,92282,33.97229300,-116.65419500,Male,No,Yes,No,16,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,Mailed check,2464
1248-DYXUB,2021-08-01,28.27200000,140117.40000000,0,California,Lemon Grove,91945,32.73356400,-117.03371300,Male,No,Yes,Yes,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,5320
5793-YOLJN,2021-08-01,23.94000000,137974.20000000,0,California,Oro Grande,92368,34.64795900,-117.29695700,Female,No,Yes,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,5046
5451-MHQOF,2021-08-01,27.87300000,163208.10000000,0,California,Los Angeles,90031,34.08580700,-118.20661700,Male,No,Yes,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,5623
8711-LOBKY,2021-08-01,22.62900000,135460.50000000,0,California,Navarro,95463,39.18291600,-123.55257100,Male,No,Yes,Yes,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,6144
7129-ACFOG,2021-08-01,61.33200000,32370.30000000,0,California,Mountain Ranch,95246,38.26426200,-120.51513300,Female,No,No,No,5,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,2182
5982-FPVQN,2021-08-01,108.47100000,402744.90000000,0,California,Camarillo,93012,34.20550400,-118.99311100,Female,No,Yes,Yes,37,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,3407
4450-YOOHP,2021-08-01,57.74100000,217215.60000000,0,California,Sacramento,95818,38.55630600,-121.49581700,Female,No,No,No,39,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),5433
5546-BYZSM,2021-08-01,23.31300000,88418.40000000,0,California,Oak View,93022,34.40454400,-119.30211800,Female,No,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,2839
1247-QBVSH,2021-08-01,57.22800000,247311.60000000,0,California,Santa Margarita,93453,35.30392600,-120.25656700,Female,No,Yes,Yes,43,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,5284
9233-PSYHO,2021-08-01,114.17100000,508417.20000000,0,California,Ontario,91762,34.05725600,-117.66767700,Female,Yes,No,No,45,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),2636
6351-SCJKT,2021-08-01,47.13900000,12226.50000000,0,California,Santa Cruz,95062,36.97457500,-121.99114900,Male,No,No,No,3,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,5534
7404-JLKQG,2021-08-01,65.60700000,18405.30000000,0,California,Glennville,93226,35.73569400,-118.73848300,Female,No,No,No,3,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,4099
